AERONET_Database_Site_List,Num=0,Date_Generated=17:07:2016,Months_Available_for_Year,2016
Site_Name,Longitude(decimal_degrees),Latitude(decimal_degrees),Elevation(meters),JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
Fukuoka,130.475000,33.524000,30.000000,1,1,1,1,1,1,1,0,0,0,0,0
Pusan_NU,129.083000,35.235000,71.000000,1,1,1,1,1,1,1,0,0,0,0,0
Cerro_Poyos,-3.486660,37.108330,1830.000000,0,0,0,0,0,1,1,0,0,0,0,0
Valladolid,-4.705830,41.663600,705.000000,1,1,1,1,1,1,1,0,0,0,0,0
Palangkaraya,113.946240,-2.227990,27.000000,1,1,0,0,0,0,0,0,0,0,0,0
Medellin,-75.577914,6.260672,1471.000000,1,1,1,1,1,1,1,0,0,0,0,0
Murcia,-1.170700,38.001000,69.000000,1,1,1,1,1,1,1,0,0,0,0,0
DRAGON_Bakersfield,-119.000008,35.331506,50.000000,0,0,1,0,0,0,0,0,0,0,0,0
UH_Coastal_Center,-95.042500,29.388300,5.000000,1,0,0,0,1,0,0,0,0,0,0,0
Kathmandu-Bode,85.390000,27.680000,1360.000000,0,0,1,1,1,1,0,0,0,0,0,0
Beijing-CAMS,116.316670,39.933330,106.000000,1,1,1,1,1,1,1,0,0,0,0,0
MetObs_Lindenberg,14.120870,52.209275,120.000000,1,1,1,1,1,1,1,0,0,0,0,0
Gozo,14.264694,36.034139,111.000000,1,1,1,1,1,1,0,0,0,0,0,0
Ben_Salem,9.914003,35.550550,130.000000,1,1,1,1,1,1,0,0,0,0,0,0
HohenpeissenbergDWD,11.011900,47.801900,989.680000,1,1,1,1,1,1,1,0,0,0,0,0
Fowlers_Gap,141.700820,-31.086300,181.000000,1,1,1,1,1,1,0,0,0,0,0,0
Santa_Monica_Colg,-118.471130,34.016850,55.000000,0,1,1,1,1,1,1,0,0,0,0,0
Beijing_RADI,116.378600,40.004800,59.000000,1,1,1,1,1,1,1,0,0,0,0,0
SEARCH-Centreville,-87.249680,32.902890,126.000000,1,1,1,1,1,0,0,0,0,0,0,0
SEARCH-Yorkville,-85.045550,33.928330,394.000000,1,1,1,1,1,1,1,0,0,0,0,0
SEARCH-OLF,-87.375310,30.549970,44.000000,1,1,1,1,1,1,1,0,0,0,0,0
Galata_Platform,28.193190,43.044624,31.000000,1,1,1,1,1,1,1,0,0,0,0,0
IMPROVE-MammothCave,-86.147900,37.131800,235.000000,1,1,1,1,1,1,0,0,0,0,0,0
St_Louis_University,-90.231552,38.636342,159.000000,1,0,0,0,1,1,1,0,0,0,0,0
Mingo,-90.143200,36.971700,111.000000,1,1,1,1,1,1,1,0,0,0,0,0
EPA-Res_Triangle_Pk,-78.870000,35.880000,109.000000,1,1,1,1,1,1,1,0,0,0,0,0
SP_Bayboro,-82.633000,27.761550,5.000000,1,1,1,1,1,1,1,0,0,0,0,0
Tunis_Carthage,10.199781,36.838719,10.000000,1,1,1,1,1,1,1,0,0,0,0,0
Narsarsuaq,-45.419379,61.155952,75.000000,0,0,0,0,0,1,1,0,0,0,0,0
Exeter_MO,-3.475167,50.728519,40.000000,1,1,1,0,1,1,0,0,0,0,0,0
Tallahassee,-84.299350,30.445833,49.000000,1,1,1,1,1,1,1,0,0,0,0,0
CEILAP-Comodoro,-67.462875,-45.792153,49.000000,1,1,1,1,1,1,1,0,0,0,0,0
Fort_McKay,-111.640000,57.183500,267.000000,1,1,1,1,1,0,0,0,0,0,0,0
NEON_Sterling,-103.029297,40.461903,1372.000000,1,1,1,1,1,1,1,0,0,0,0,0
Chiayi,120.495975,23.495975,27.000000,1,1,0,0,1,1,1,0,0,0,0,0
Strzyzow,21.861300,49.878600,450.000000,1,1,1,1,1,1,1,0,0,0,0,0
ARM_Graciosa,-28.029170,39.091090,15.200000,1,1,1,1,1,1,1,0,0,0,0,0
ARM_Oliktok_AK,-149.880000,70.499500,2.000000,0,0,0,1,1,1,1,0,0,0,0,0
IAOCA-KRSU,78.528950,42.463830,1930.000000,0,0,0,1,1,1,1,0,0,0,0,0
NEON-CPER,-104.744238,40.812444,1655.000000,0,1,1,1,1,1,1,0,0,0,0,0
Ieodo_Station,125.182447,32.122953,29.000000,1,0,0,1,1,1,1,0,0,0,0,0
LAQUILA_Coppito,13.350636,42.368386,656.000000,1,1,1,1,0,0,0,0,0,0,0,0
Noumea,166.444167,-22.301944,12.000000,1,1,0,0,1,0,0,0,0,0,0,0
Toulouse_MF,1.374320,43.572610,160.000000,1,1,1,1,1,1,1,0,0,0,0,0
Bujumbura,29.383833,-3.380000,863.000000,1,1,1,1,1,0,0,0,0,0,0,0
Martova,36.953000,49.936000,120.000000,1,1,1,1,1,1,1,0,0,0,0,0
CEILAP-Neuquen,-68.136660,-38.952220,271.000000,1,1,1,1,1,1,1,0,0,0,0,0
AOE_Baotou,109.628800,40.851700,1270.000000,0,0,1,1,1,1,1,0,0,0,0,0
Mongu_Inn,23.134333,-15.266667,1040.000000,1,1,1,1,1,1,1,0,0,0,0,0
El_Farafra,27.990167,27.058000,92.000000,1,1,1,1,1,1,1,0,0,0,0,0
Zeebrugge-MOW1,3.120000,51.362000,15.000000,1,0,0,0,0,0,0,0,0,0,0,0
Santiago_Beauchef,-70.661666,-33.457222,560.000000,0,0,0,1,1,1,1,0,0,0,0,0
SEGC_Lope_Gabon,11.600820,-0.201550,280.000000,1,1,1,1,1,1,1,0,0,0,0,0
DRAGON_DenverLaCasa,-105.005180,39.779490,1601.000000,1,1,1,1,1,1,1,0,0,0,0,0
XuZhou-CUMT,117.141670,34.216670,59.700000,1,1,1,1,1,1,1,0,0,0,0,0
Sigma_Space_Corp,-76.836472,38.953000,44.800000,1,1,1,1,1,1,1,0,0,0,0,0
American_Samoa,-170.564400,-14.247200,76.000000,1,1,1,1,1,0,1,0,0,0,0,0
Gobabeb,15.041058,-23.561619,405.000000,1,1,1,1,1,1,1,0,0,0,0,0
Medenine-IRA,10.642547,33.499633,33.500000,1,1,1,1,1,1,1,0,0,0,0,0
Berlin_FUB,13.310333,52.457500,80.000000,0,0,0,1,1,1,1,0,0,0,0,0
Easton-MDE,-76.084250,38.794972,4.500000,1,1,1,1,1,1,1,0,0,0,0,0
Durban_UKZN,30.944011,-29.817233,205.000000,1,1,1,1,1,1,0,0,0,0,0,0
NEON_Bartlett,-71.287203,44.063881,273.000000,1,1,1,1,1,0,0,0,0,0,0,0
NEON_Harvard,-72.172661,42.536900,348.000000,1,1,1,1,1,1,1,0,0,0,0,0
Sirmione_Museo_GC,10.605833,45.500278,86.500000,0,0,1,1,1,1,1,0,0,0,0,0
NEON-Disney,-81.436200,28.125039,19.000000,1,1,1,1,1,0,0,0,0,0,0,0
NEON_OSBS,-81.993431,29.689269,47.000000,1,1,1,1,1,1,1,0,0,0,0,0
USGS_Flagstaff_ROLO,-111.634420,35.214840,2179.600000,1,1,1,1,1,1,1,0,0,0,0,0
Raciborz,18.191700,50.083100,230.000000,1,1,1,1,1,0,0,0,0,0,0,0
UdeConcepcion-CEFOP,-73.025310,-36.842780,170.000000,1,1,1,1,1,1,1,0,0,0,0,0
Socheongcho,124.738039,37.423133,28.000000,0,0,0,1,1,1,1,0,0,0,0,0
NEON_RMNP,-105.545972,40.275900,2750.000000,1,1,1,1,1,1,1,0,0,0,0,0
NEON_SCBI,-78.139500,38.892919,354.000000,0,0,1,1,1,1,1,0,0,0,0,0
NEON_UNDE,-89.537250,46.233881,520.000000,1,1,1,1,1,1,1,0,0,0,0,0
NEON_OAES,-99.058790,35.410590,523.000000,1,1,1,1,1,1,1,0,0,0,0,0
Nong_Khai,102.716710,17.877200,175.000000,1,1,1,1,1,1,1,0,0,0,0,0
Nicosia,33.381353,35.140628,181.000000,0,0,0,1,0,0,0,0,0,0,0,0
Blyth_NOAH,-1.420859,55.146399,19.000000,0,0,0,1,0,0,0,0,0,0,0,0
NEON_TALL,-87.393269,32.950461,165.000000,1,1,1,1,1,1,1,0,0,0,0,0
Huancayo-IGP,-75.320900,-12.040200,3352.000000,1,1,1,1,1,1,1,0,0,0,0,0
Thornton_C-power,2.955278,51.532500,30.000000,1,1,1,1,1,1,1,0,0,0,0,0
Poprad-Ganovce,20.322000,49.035000,706.000000,1,0,1,1,1,1,1,0,0,0,0,0
AgiaMarina_Xyliatou,33.057700,35.038000,521.000000,1,1,1,1,1,1,1,0,0,0,0,0
NEON_ORNL,-84.282588,35.964128,344.000000,1,1,1,1,1,1,1,0,0,0,0,0
Taylor_Ranch_TWRS,-114.849950,45.103500,1039.000000,1,1,1,1,1,1,1,0,0,0,0,0
NEON_ONAQ,-112.452439,40.177589,1656.000000,1,1,1,1,1,1,1,0,0,0,0,0
Wallops_ACHIEVE,-75.471000,37.933486,13.500000,0,0,1,1,1,1,0,0,0,0,0,0
UNC-Gaitan,-72.351800,4.310680,192.000000,1,0,1,1,1,1,0,0,0,0,0,0
NEON_KONZ,-96.563090,39.100770,415.000000,0,1,1,1,1,1,1,0,0,0,0,0
NEON_WOOD,-99.241356,47.128228,590.000000,1,1,1,1,1,1,1,0,0,0,0,0
Simonstown_IMT,18.445670,-34.192720,27.000000,1,1,1,1,1,0,0,0,0,0,0,0
NEON_MOAB,-109.388269,38.248331,1799.000000,1,1,1,1,1,1,1,0,0,0,0,0
Shagaya_Park,47.060528,29.209072,242.000000,1,1,1,1,1,1,1,0,0,0,0,0
Camborne_MO,-5.326560,50.217820,87.000000,1,1,1,1,1,1,1,0,0,0,0,0
Makassar,119.572270,-4.997680,16.000000,1,0,0,0,0,0,0,0,0,0,0,0
ARM_McMurdo,166.729722,-77.848889,73.000000,1,1,1,0,0,0,0,0,0,0,0,0
ARM_WAIS,-112.083333,-79.470556,1829.000000,1,0,0,0,0,0,0,0,0,0,0,0
Sorong,131.267700,-0.874600,127.000000,1,1,1,1,1,1,1,0,0,0,0,0
NEON_MLBS,-80.524836,37.378306,1170.000000,0,0,1,1,1,1,0,0,0,0,0,0
USC_SEAPRISM_2,-118.117820,33.563710,31.000000,1,1,1,1,1,1,1,0,0,0,0,0
Hokkaido_University,141.340700,43.075500,59.000000,1,1,1,1,1,1,1,0,0,0,0,0
Rome_ESA_ESRIN,12.671833,41.826667,240.000000,1,0,1,1,1,0,1,0,0,0,0,0
Aras_de_los_Olmos,-1.101600,39.945000,1280.000000,0,0,0,1,1,1,1,0,0,0,0,0
Weizmann_Institute,34.810531,31.907235,73.000000,1,1,1,1,1,1,1,0,0,0,0,0
Windhoek-NUST,17.073040,-22.565910,1676.000000,0,1,1,1,1,1,1,0,0,0,0,0
Upington,21.156000,-28.379000,865.000000,1,1,1,1,1,1,1,0,0,0,0,0
NEON_SERC,-76.560017,38.890117,9.753600,0,1,1,1,1,1,1,0,0,0,0,0
Bukit_Kototabang,100.318050,-0.201940,864.500000,1,1,1,1,1,1,1,0,0,0,0,0
NEON_UKFS,-95.192150,39.040431,321.000000,1,1,1,1,1,1,1,0,0,0,0,0
NEON_LENO,-88.161219,31.853881,13.100000,0,0,0,0,1,1,1,0,0,0,0,0
Amazon_ATTO_Tower,-58.999867,-2.144117,210.000000,0,1,1,1,1,1,1,0,0,0,0,0
Koforidua_ANUC,-0.302058,6.109408,205.000000,1,1,1,1,1,1,1,0,0,0,0,0
NEON_HEAL,-149.213339,63.875689,678.180000,0,0,0,0,1,1,0,0,0,0,0,0
Loftus_MO,-0.861733,54.562700,159.000000,0,0,1,1,1,0,1,0,0,0,0,0
Watnall_MO,-1.250958,53.005652,120.000000,0,1,1,1,0,0,1,0,0,0,0,0
Potchefstroom,27.091000,-26.690000,1355.000000,1,1,1,1,0,0,0,0,0,0,0,0
Natal,-35.199500,-5.841500,40.000000,1,1,1,0,1,1,1,0,0,0,0,0
ORS_UNAM_ISNP,-99.203683,19.399467,2361.000000,1,1,1,1,1,0,0,0,0,0,0,0
Napoli_CeSMA,14.306567,40.836842,50.000000,0,0,0,0,1,1,0,0,0,0,0,0
Windpoort,15.482778,-19.365556,1206.000000,0,1,1,1,1,1,1,0,0,0,0,0
Tsumkwe,20.442500,-19.616667,1154.000000,0,1,1,1,1,1,1,0,0,0,0,0
Bonanza,19.590278,-21.825556,1382.000000,0,1,1,1,1,1,1,0,0,0,0,0
HESS,16.502944,-23.273000,1266.000000,0,1,1,1,1,1,1,0,0,0,0,0
Lubango,13.445000,-14.958000,2047.000000,0,1,1,1,1,1,1,0,0,0,0,0
Namibe,12.178000,-15.159000,11.000000,0,1,1,1,1,1,1,0,0,0,0,0
KORUS_Taehwa,127.310330,37.312480,152.000000,0,0,0,1,1,1,0,0,0,0,0,0
KORUS_Iksan,127.005200,35.962200,84.000000,0,0,1,1,1,1,0,0,0,0,0,0
KORUS_UNIST_Ulsan,129.189700,35.581900,106.000000,0,0,1,1,1,1,1,0,0,0,0,0
KORUS_Kyungpook_NU,128.606416,35.889989,65.000000,0,0,1,1,1,1,1,0,0,0,0,0
KORUS_Olympic_Park,127.124180,37.521650,45.000000,0,0,0,1,1,1,0,0,0,0,0,0
Niigata,138.942000,37.846000,10.000000,0,0,1,1,1,1,0,0,0,0,0,0
KORUS_Daegwallyeong,128.758720,37.687120,837.000000,0,0,1,1,1,1,0,0,0,0,0,0
Lamezia_Terme,16.232100,38.876400,8.000000,0,0,0,0,1,1,1,0,0,0,0,0
KORUS_NIER,126.639710,37.568930,26.900000,0,1,1,1,1,1,0,0,0,0,0,0
KORUS_Mokpo_NU,126.437360,34.913420,26.000000,0,0,1,1,1,1,1,0,0,0,0,0
Bakersfield,-119.000008,35.331506,50.000000,0,0,1,1,1,1,1,0,0,0,0,0
Alishan,120.813410,23.508440,2416.000000,0,0,0,1,0,0,0,0,0,0,0,0
KORUS_Baeksa,127.569100,37.411560,64.000000,0,0,0,1,1,1,0,0,0,0,0,0
KORUS_Songchon,127.489460,37.338490,90.000000,0,0,0,1,1,1,0,0,0,0,0,0
SONET_Harbin,126.614000,45.705000,187.900000,0,0,0,0,1,1,0,0,0,0,0,0
SONET_Nanjing,118.957000,32.115000,52.000000,0,0,0,0,1,1,0,0,0,0,0,0
SONET_Shanghai,121.481000,31.284000,84.500000,0,0,0,1,1,1,0,0,0,0,0,0
SONET_Zhoushan,122.188000,29.994000,29.000000,0,0,0,1,1,1,0,0,0,0,0,0
SONET_Xingtai,114.360000,37.182000,185.100000,0,0,0,0,1,0,0,0,0,0,0,0
KITcube_Save,2.427925,8.000928,166.000000,0,0,0,0,0,1,1,0,0,0,0,0
SONET_Hefei,117.162222,31.904722,36.000000,0,0,0,1,1,1,0,0,0,0,0,0
NASA_KSC,-80.663476,28.463763,1.200000,0,0,0,0,1,1,1,0,0,0,0,0
Santo_Pekoa,167.219000,-15.508000,50.000000,0,0,0,0,1,0,1,0,0,0,0,0
Rhyl_MO,-3.508590,53.259290,77.000000,0,0,0,0,1,1,1,0,0,0,0,0
Modesto,-120.994220,37.642170,33.000000,0,0,0,0,0,1,1,0,0,0,0,0
St_Helena,-5.667300,-15.942400,434.000000,0,0,0,0,1,1,0,0,0,0,0,0
POLWET_Rzecin,16.309589,52.762019,54.000000,0,0,0,0,1,1,1,0,0,0,0,0
Santiago_Beauchef_2,-70.661666,-33.457222,560.000000,0,0,0,0,0,1,0,0,0,0,0,0
Albergue_UGR,-3.386989,37.095598,2501.000000,0,0,0,0,0,1,1,0,0,0,0,0
ARM_Ascension_Is,-14.349806,-7.966964,341.000000,0,0,0,0,1,1,1,0,0,0,0,0
Doi_Inthanon,98.485556,18.590000,2565.000000,0,0,0,0,0,1,0,0,0,0,0,0
Vienna_UNIVIE,16.355833,48.221667,225.000000,0,0,0,0,0,0,1,0,0,0,0,0
Stornoway_MO,-6.182147,58.211560,82.500000,0,0,0,0,0,1,1,0,0,0,0,0
Beijing_PKU,116.310200,39.992000,53.000000,0,0,0,0,0,1,1,0,0,0,0,0
Mount_Wilson,-118.055900,34.224700,1710.000000,0,0,0,0,0,0,1,0,0,0,0,0
