SVP-BA,82.57740,-14.95260,sk
SVP-BA,82.72140,-19.83440,sk
SVP-B,76.99800,22.24900,sk
UPTEMPO,71.48412,-178.09713,sk
SVP-B,86.03700,-9.84200,sk
SVP-B,29.78300,177.79400,sk
SVP-BA,80.32020,-109.44840,sk
SVP-BA,82.22160,-103.90320,sk
SVP-BA,84.92180,-22.07240,sk
AXIB_37,75.20660,-163.81280,sk
ITB-15,78.61287,-18.09995,sk
Ice Ball,88.09416,-111.58764,sk
Ice Ball-19,-999,-999,sk
Ice Ball,85.14556,-122.93088,sk
AXIB_30,74.15580,-164.77000,sk
AXIB_52,85.25760,-146.69720,sk
AXIB_56,74.62920,-153.83980,sk
Ice Ball,71.46907,-178.04906,sk
IP,88.96599,128.49609,sk
Ice_Ball 24,82.02553,156.26114,sk
Ice Tracker,72.02163,-156.46333,sk
Ice_Ball,84.53365,-135.91876,sk
IceBall,85.64353,-119.65902,sk
Ice Ball 29,76.54622,175.53814,sk
IceBall,84.77614,-115.20633,sk
Ice Ball_35,87.97020,146.34744,sk
Ice Ball-39,75.38141,-18.87355,sk
IT,85.05286,-142.56069,sk
IT,85.39155,-148.36598,sk
IT 29,75.89840,-170.26597,sk
IT-30,82.18488,135.77381,sk
IT-31,79.23009,176.36830,sk
IT-32,78.62382,-170.17907,sk
IT-33,81.93134,164.90080,sk
WB,84.62262,-113.97754,sk
Ice Ball,76.11713,-144.23125,sk
Ice Ball,76.24835,-144.95452,sk
Ice Ball,75.62836,-145.48436,sk
Ice Ball,74.31828,-168.09986,sk
Ice Ball,75.21095,-165.42601,sk
GPS-Tracker,62.87320,-35.50730,sk
GPS_Tracker,75.23090,-19.34950,sk
SASSIE,84.79125,-152.59582,sk
SASSIE,84.45834,-162.29652,sk
UPTEMPO,81.82997,-166.53235,sk
UPTEMPO,83.16143,-165.69718,sk
SASSIE,86.27310,-148.57365,sk
Ice Ball,75.49495,-160.47449,sk
Ice Ball 51,81.28828,172.05834,sk
Ice Ball 52,75.50435,-177.34753,sk
Ice Ball 53,75.56836,174.45199,sk
Ice Ball 54,80.48512,176.44602,sk
Ice Ball 55,75.28389,177.74582,sk
Ice Ball 56,77.78139,-166.51235,sk
Ice Ball 57,81.78955,123.93315,sk
Ice Ball 58,81.26672,117.51024,sk
Ice Ball 59,77.76316,176.57452,sk
,59.90380,22.62580,sk
Ice Ball 60,82.35315,144.46107,sk
Ice Ball,74.51462,-163.53571,sk
SASSIE,74.33042,175.06132,sk
Ice_Ball,60.92408,-38.45811,sk
Ice_Ball,86.44204,25.85405,sk
UT,83.26799,0.08862,sk
UT,82.87022,-4.43801,sk
,66.29897,-37.59406,sk
,66.31990,-37.69475,sk
,65.97708,-37.80594,sk
,66.06049,-37.81351,sk
,65.73040,-38.03458,sk
,66.30689,-37.71356,sk
,65.92949,-37.78210,sk
,66.29156,-37.59070,sk
,66.00919,-37.87781,sk
ITP,73.01140,-105.63350,sk
ITP,70.11950,-130.40820,sk
ITP,87.72200,25.99180,sk
ITP,84.27840,-126.89030,sk
ITP,88.25760,144.05870,sk
ITP,82.59710,-129.10550,sk
ITP,74.13370,-133.02570,sk
ITP,84.12430,-100.16020,sk
ITP,85.49840,-37.47020,sk
ITP,78.83810,-120.90520,sk
ITP,84.24470,-96.00700,sk
ITP,83.64160,-20.26240,sk
ITP,75.38000,-132.19840,sk
ITP,81.82780,-124.24870,sk
ITP,78.73580,-124.47600,sk
ITP,79.01500,-121.49560,sk
TOP,84.21500,-95.97400,sk
TOP,74.14830,-132.97080,sk
TOP,79.01420,-121.49030,sk
TOP,81.53410,-129.92960,sk
